level,score,name,time,A0,A1,A2,A3,A4,A5,AlmostDeath,CoinPerSec,KillPerSec,ShotPerSec,MissPerSec
1,0,BFern_coin,2,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,368,426.5,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,4,368,395,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,5,427.5,395,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,6,189.5,395,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,7,67,279.5,0,0,0,0,FALSE,0,0,0,0
1,10,BFern_coin,8,67,181.5,1,0,0,0,FALSE,12.5,0,0,0
1,10,BFern_coin,9,67,199,1,0,0,0,FALSE,11.1111,0,0,0
1,10,BFern_coin,10,67,195.5,1,0,0,0,FALSE,10,0,0,0
1,10,BFern_coin,11,147.5,153.5,1,0,0,0,FALSE,9.0909,0,0,0
1,10,BFern_coin,12,256,209.5,1,0,0,0,FALSE,8.3333,0,0,0
1,10,BFern_coin,13,357.5,325,1,0,0,0,FALSE,7.6923,0,0,0
1,10,BFern_coin,14,441.5,398.5,1,0,0,0,FALSE,7.1429,0,0,0
1,10,BFern_coin,15,518.5,318,1,0,0,0,FALSE,6.6667,0,0,0
2,10,BFern_coin,16,658.5,388,1,0,0,0,FALSE,6.25,0,0,0
2,20,BFern_coin,17,690,536,2,0,0,0,FALSE,11.7647,0,0,0
2,30,BFern_coin,18,736,375,3,0,0,0,FALSE,16.6667,0,0,0
2,30,BFern_coin,19,694,518.5,3,0,0,0,FALSE,15.7895,0,0,0
2,30,BFern_coin,20,452.5,518.5,3,0,0,0,FALSE,15,0,0,0
2,30,BFern_coin,21,288,518.5,3,0,0,0,FALSE,14.2857,0,0,0
2,30,BFern_coin,22,151.5,518.5,3,0,0,0,FALSE,13.6364,0,0,0
2,30,BFern_coin,23,130.5,518.5,3,0,0,0,FALSE,13.0435,0,0,0
2,40,BFern_coin,24,204,518.5,4,0,0,0,FALSE,16.6667,0,0,0
2,40,BFern_coin,25,204,518.5,4,0,0,0,FALSE,16,0,0,0
2,60,BFern_coin,26,253,518.5,6,0,0,0,FALSE,23.0769,0,0,0
2,60,BFern_coin,27,211,518.5,6,0,0,0,FALSE,22.2222,0,0,0
2,70,BFern_coin,28,176,462.5,7,0,0,0,FALSE,25,0,0,0
2,70,BFern_coin,29,18.5,508,7,0,0,0,FALSE,24.1379,0,0,0
2,70,BFern_coin,30,25.5,301.5,7,0,0,0,FALSE,23.3333,0,0,0
3,70,BFern_coin,31,200.5,301.5,7,0,0,0,FALSE,22.5806,0,0,0
3,90,BFern_coin,32,305.5,301.5,9,0,0,0,FALSE,28.125,0,0,0
3,90,BFern_coin,33,305.5,382,9,0,0,0,FALSE,27.2727,0,0,0
3,90,BFern_coin,34,183,382,9,0,0,0,FALSE,26.4706,0,0,0
3,90,BFern_coin,35,183,214,9,0,0,0,FALSE,25.7143,0,0,0
3,100,BFern_coin,36,232,228,10,0,0,0,FALSE,27.7778,0,0,0
3,110,BFern_coin,37,207.5,245.5,11,0,0,0,FALSE,29.7297,0,0,0
3,110,BFern_coin,38,116.5,354,11,0,0,0,FALSE,28.9474,0,0,0
3,110,BFern_coin,39,53.5,462.5,11,0,0,0,FALSE,28.2051,0,0,0
3,111,BFern_coin,40,137.5,473,11,1,1,0,FALSE,27.5,2.5,2.5,0
3,121,BFern_coin,41,137.5,354,12,1,1,0,FALSE,29.2683,2.439,2.439,0
3,131,BFern_coin,42,0,354,13,1,1,0,FALSE,30.9524,2.381,2.381,0
3,141,BFern_coin,43,126,294.5,14,1,1,0,FALSE,32.5581,2.3256,2.3256,0
3,141,BFern_coin,44,126,312,14,1,1,0,FALSE,31.8182,2.2727,2.2727,0
4,141,BFern_coin,45,234.5,347,14,1,1,0,FALSE,31.1111,2.2222,2.2222,0
4,151,BFern_coin,46,388.5,371.5,15,1,1,0,FALSE,32.6087,2.1739,2.1739,0
4,161,BFern_coin,47,486.5,371.5,16,1,1,0,FALSE,34.0426,2.1277,2.1277,0
4,161,BFern_coin,48,451.5,406.5,16,1,1,0,FALSE,33.3333,2.0833,2.0833,0
4,174,BFern_coin,49,332.5,406.5,17,2,2,0,FALSE,34.6939,4.0816,4.0816,0
4,186,BFern_coin,50,332.5,406.5,18,3,3,0,FALSE,36,6,6,0
4,186,BFern_coin,51,220.5,361,18,3,3,0,FALSE,35.2941,5.8824,5.8824,0
4,187,BFern_coin,52,392,361,18,4,4,0,FALSE,34.6154,7.6923,7.6923,0
4,197,BFern_coin,53,350,273.5,19,4,4,0,FALSE,35.8491,7.5472,7.5472,0
4,197,BFern_coin,54,108.5,420.5,19,4,4,0,FALSE,35.1852,7.4074,7.4074,0
4,207,BFern_coin,55,49,420.5,20,4,4,0,FALSE,36.3636,7.2727,7.2727,0
4,207,BFern_coin,56,108.5,420.5,20,4,4,0,FALSE,35.7143,7.1429,7.1429,0
4,210,BFern_coin,57,206.5,420.5,20,5,5,0,FALSE,35.0877,8.7719,8.7719,0
4,220,BFern_coin,58,7,420.5,21,5,5,0,FALSE,36.2069,8.6207,8.6207,0
4,220,BFern_coin,59,80.5,333,21,5,5,0,FALSE,35.5932,8.4746,8.4746,0
5,220,BFern_coin,60,80.5,382,21,5,5,0,FALSE,35,8.3333,8.3333,0
5,221,BFern_coin,61,143.5,490.5,21,6,6,0,FALSE,34.4262,9.8361,9.8361,0
5,236,BFern_coin,62,45.5,490.5,22,7,8,0,TRUE,35.4839,11.2903,12.9032,0
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,4,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,5,270,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,6,217.5,412.5,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,7,154.5,234,0,0,0,0,FALSE,0,0,0,0
1,10,BFern_coin,8,287.5,171,1,0,0,0,FALSE,12.5,0,0,0
1,20,BFern_coin,9,392.5,150,2,0,0,0,FALSE,22.2222,0,0,0
1,30,BFern_coin,10,277,76.5,3,0,0,0,FALSE,30,0,0,0
1,40,BFern_coin,11,221,185,4,0,0,0,FALSE,36.3636,0,0,0
1,40,BFern_coin,12,336.5,227,4,0,0,0,FALSE,33.3333,0,0,0
1,40,BFern_coin,13,445,269,4,0,0,0,FALSE,30.7692,0,0,0
1,41,BFern_coin,14,396,262,4,1,1,0,FALSE,28.5714,7.1429,7.1429,0
1,61,BFern_coin,15,483.5,178,6,1,1,0,FALSE,40,6.6667,6.6667,0
2,61,BFern_coin,16,483.5,300.5,6,1,1,0,FALSE,37.5,6.25,6.25,0
2,61,BFern_coin,17,399.5,300.5,6,1,1,0,FALSE,35.2941,5.8824,5.8824,0
2,63,BFern_coin,18,333,300.5,6,2,2,0,FALSE,33.3333,11.1111,11.1111,0
2,73,BFern_coin,19,207,300.5,7,2,2,0,FALSE,36.8421,10.5263,10.5263,0
2,83,BFern_coin,20,207,328.5,8,2,2,0,FALSE,40,10,10,0
2,83,BFern_coin,21,350.5,412.5,8,2,2,0,FALSE,38.0952,9.5238,9.5238,0
2,93,BFern_coin,22,378.5,412.5,9,2,2,0,FALSE,40.9091,9.0909,9.0909,0
2,113,BFern_coin,23,378.5,300.5,11,2,2,0,FALSE,47.8261,8.6957,8.6957,0
2,123,BFern_coin,24,284,300.5,12,2,2,0,FALSE,50,8.3333,8.3333,0
2,133,BFern_coin,25,459,360,13,2,2,0,FALSE,52,8,8,0
2,133,BFern_coin,26,280.5,388,13,2,2,0,FALSE,50,7.6923,7.6923,0
2,133,BFern_coin,27,371.5,332,13,2,2,0,FALSE,48.1481,7.4074,7.4074,0
2,153,BFern_coin,28,189.5,262,15,2,2,0,FALSE,53.5714,7.1429,7.1429,0
2,153,BFern_coin,29,112.5,248,15,2,2,0,FALSE,51.7241,6.8966,6.8966,0
2,163,BFern_coin,30,140.5,248,16,2,2,0,FALSE,53.3333,6.6667,6.6667,0
3,173,BFern_coin,31,312,248,17,2,2,0,FALSE,54.8387,6.4516,6.4516,0
3,173,BFern_coin,32,406.5,381,17,2,2,0,FALSE,53.125,6.25,6.25,0
3,176,BFern_coin,33,455.5,381,17,3,4,0,FALSE,51.5152,9.0909,12.1212,0
3,189,BFern_coin,34,494,381,18,5,5,0,FALSE,52.9412,14.7059,14.7059,0
3,201,BFern_coin,35,406.5,423,19,6,6,0,FALSE,54.2857,17.1429,17.1429,0
3,211,BFern_coin,36,371.5,360,20,6,6,0,FALSE,55.5556,16.6667,16.6667,0
3,211,BFern_coin,37,273.5,279.5,20,6,6,0,FALSE,54.0541,16.2162,16.2162,0
3,221,BFern_coin,38,123,279.5,21,6,6,0,FALSE,55.2632,15.7895,15.7895,0
3,231,BFern_coin,39,60,300.5,22,6,6,0,FALSE,56.4103,15.3846,15.3846,0
3,234,BFern_coin,40,116,328.5,22,7,7,0,FALSE,55,17.5,17.5,0
3,244,BFern_coin,41,46,328.5,23,7,7,0,FALSE,56.0976,17.0732,17.0732,0
3,254,BFern_coin,42,46,367,24,7,7,0,FALSE,57.1429,16.6667,16.6667,0
3,254,BFern_coin,43,46,451,24,7,7,0,FALSE,55.814,16.2791,16.2791,0
3,254,BFern_coin,44,130,409,24,7,7,0,FALSE,54.5455,15.9091,15.9091,0
4,254,BFern_coin,45,284,409,24,7,7,0,FALSE,53.3333,15.5556,15.5556,0
4,254,BFern_coin,46,221,409,24,7,7,0,FALSE,52.1739,15.2174,15.2174,0
4,255,BFern_coin,47,49.5,409,24,8,8,0,FALSE,51.0638,17.0213,17.0213,0
4,279,BFern_coin,48,102,409,26,9,9,0,FALSE,54.1667,18.75,18.75,0
4,289,BFern_coin,49,73.5,468.5,27,9,9,0,FALSE,55.102,18.3673,18.3673,0
4,289,BFern_coin,50,84,367,27,9,9,0,TRUE,54,18,18,0
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,4,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,6,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,7,347,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,8,441.5,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,9,508,430,0,0,0,0,FALSE,0,0,0,0
1,1,BFern_coin,10,672.5,430,0,1,1,0,FALSE,0,10,10,0
1,11,BFern_coin,11,693.5,332,1,1,1,0,FALSE,9.0909,9.0909,9.0909,0
1,11,BFern_coin,12,686.5,216.5,1,1,1,0,FALSE,8.3333,8.3333,8.3333,0
1,21,BFern_coin,13,476.5,216.5,2,1,1,0,FALSE,15.3846,7.6923,7.6923,0
1,21,BFern_coin,14,378.5,314.5,2,1,1,0,FALSE,14.2857,7.1429,7.1429,0
1,31,BFern_coin,15,336.5,360,3,1,1,0,FALSE,20,6.6667,6.6667,0
2,31,BFern_coin,16,378.5,360,3,1,1,0,FALSE,18.75,6.25,6.25,0
2,31,BFern_coin,17,378.5,360,3,1,2,0,FALSE,17.6471,5.8824,11.7647,0
2,32,BFern_coin,18,326,360,3,2,2,0,FALSE,16.6667,11.1111,11.1111,0
2,34,BFern_coin,19,242,360,3,3,3,0,FALSE,15.7895,15.7895,15.7895,0
2,46,BFern_coin,20,315.5,311,4,4,4,0,FALSE,20,20,20,0
2,56,BFern_coin,21,168.5,244.5,5,4,4,0,FALSE,23.8095,19.0476,19.0476,0
2,66,BFern_coin,22,105.5,367,6,4,4,0,FALSE,27.2727,18.1818,18.1818,0
2,66,BFern_coin,23,112.5,367,6,4,4,0,FALSE,26.087,17.3913,17.3913,0
2,66,BFern_coin,24,175.5,454.5,6,4,4,0,FALSE,25,16.6667,16.6667,0
2,66,BFern_coin,25,189.5,454.5,6,4,4,0,FALSE,24,16,16,0
2,66,BFern_coin,26,158,454.5,6,4,4,0,FALSE,23.0769,15.3846,15.3846,0
2,66,BFern_coin,27,287.5,454.5,6,4,4,0,FALSE,22.2222,14.8148,14.8148,0
2,66,BFern_coin,28,417,454.5,6,4,4,0,FALSE,21.4286,14.2857,14.2857,0
2,76,BFern_coin,29,417,454.5,7,4,5,0,FALSE,24.1379,13.7931,17.2414,0
2,88,BFern_coin,30,315.5,395,8,5,5,0,FALSE,26.6667,16.6667,16.6667,0
3,108,BFern_coin,31,168.5,321.5,10,5,5,0,FALSE,32.2581,16.129,16.129,0
3,118,BFern_coin,32,298,391.5,11,5,5,0,FALSE,34.375,15.625,15.625,0
3,128,BFern_coin,33,480,447.5,12,5,5,0,FALSE,36.3636,15.1515,15.1515,0
3,128,BFern_coin,34,606,447.5,12,5,5,0,FALSE,35.2941,14.7059,14.7059,0
3,138,BFern_coin,35,574.5,447.5,13,5,5,0,FALSE,37.1429,14.2857,14.2857,0
3,148,BFern_coin,36,574.5,447.5,14,5,5,0,FALSE,38.8889,13.8889,13.8889,0
3,148,BFern_coin,37,574.5,447.5,14,5,5,0,FALSE,37.8378,13.5135,13.5135,0
3,148,BFern_coin,38,560.5,447.5,14,5,5,0,FALSE,36.8421,13.1579,13.1579,0
3,158,BFern_coin,39,343.5,447.5,15,5,5,0,FALSE,38.4615,12.8205,12.8205,0
3,168,BFern_coin,40,277,447.5,16,5,5,0,FALSE,40,12.5,12.5,0
3,178,BFern_coin,41,84.5,395,17,5,5,0,TRUE,41.4634,12.1951,12.1951,0
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,368,339,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,4,326,195.5,0,0,0,0,FALSE,0,0,0,0
1,10,BFern_coin,5,294.5,143,1,0,0,0,FALSE,20,0,0,0
1,20,BFern_coin,6,294.5,307.5,2,0,0,0,FALSE,33.3333,0,0,0
1,20,BFern_coin,7,294.5,307.5,2,0,0,0,FALSE,28.5714,0,0,0
1,20,BFern_coin,8,326,307.5,2,0,0,0,FALSE,25,0,0,0
1,30,BFern_coin,9,273.5,230.5,3,0,0,0,FALSE,33.3333,0,0,0
1,30,BFern_coin,10,273.5,416,3,0,0,0,FALSE,30,0,0,0
1,30,BFern_coin,11,242,423,3,0,0,0,FALSE,27.2727,0,0,0
1,30,BFern_coin,12,245.5,423,3,0,0,0,FALSE,25,0,0,0
1,30,BFern_coin,13,252.5,335.5,3,0,0,0,FALSE,23.0769,0,0,0
1,40,BFern_coin,14,298,248,4,0,0,0,FALSE,28.5714,0,0,0
1,40,BFern_coin,15,522,241,4,0,0,0,FALSE,26.6667,0,0,0
2,50,BFern_coin,16,522,202.5,5,0,0,0,FALSE,31.25,0,0,0
2,50,BFern_coin,17,690,202.5,5,0,0,0,FALSE,29.4118,0,0,0
2,60,BFern_coin,18,711,195.5,6,0,0,0,FALSE,33.3333,0,0,0
2,60,BFern_coin,19,690,381,6,0,0,0,FALSE,31.5789,0,0,0
2,70,BFern_coin,20,546.5,381,7,0,0,0,FALSE,35,0,0,0
2,70,BFern_coin,21,623.5,381,7,0,0,0,FALSE,33.3333,0,0,0
2,80,BFern_coin,22,672.5,360,8,0,0,0,FALSE,36.3636,0,0,0
2,80,BFern_coin,23,637.5,482.5,8,0,0,0,FALSE,34.7826,0,0,0
2,81,BFern_coin,24,637.5,482.5,8,1,1,0,FALSE,33.3333,4.1667,4.1667,0
2,81,BFern_coin,25,637.5,482.5,8,1,2,0,FALSE,32,4,8,0
2,91,BFern_coin,26,578,482.5,9,1,2,1,FALSE,34.6154,3.8462,7.6923,3.8462
2,101,BFern_coin,27,504.5,482.5,10,1,2,1,FALSE,37.037,3.7037,7.4074,3.7037
2,101,BFern_coin,28,504.5,482.5,10,1,2,1,FALSE,35.7143,3.5714,7.1429,3.5714
2,111,BFern_coin,29,406.5,482.5,11,1,2,1,FALSE,37.931,3.4483,6.8966,3.4483
2,111,BFern_coin,30,406.5,482.5,11,1,2,1,FALSE,36.6667,3.3333,6.6667,3.3333
3,131,BFern_coin,31,417,461.5,13,1,2,1,FALSE,41.9355,3.2258,6.4516,3.2258
3,131,BFern_coin,32,256,461.5,13,1,2,1,FALSE,40.625,3.125,6.25,3.125
3,141,BFern_coin,33,315.5,531.5,14,1,2,1,FALSE,42.4242,3.0303,6.0606,3.0303
3,151,BFern_coin,34,396,531.5,15,1,2,1,FALSE,44.1176,2.9412,5.8824,2.9412
3,151,BFern_coin,35,308.5,531.5,15,1,2,1,FALSE,42.8571,2.8571,5.7143,2.8571
3,151,BFern_coin,36,238.5,531.5,15,1,2,1,FALSE,41.6667,2.7778,5.5556,2.7778
3,151,BFern_coin,37,291,482.5,15,1,2,1,FALSE,40.5405,2.7027,5.4054,2.7027
3,154,BFern_coin,38,291,447.5,15,2,3,1,FALSE,39.4737,5.2632,7.8947,2.6316
3,164,BFern_coin,39,287.5,447.5,16,2,3,1,FALSE,41.0256,5.1282,7.6923,2.5641
3,184,BFern_coin,40,392.5,447.5,18,2,3,1,FALSE,45,5,7.5,2.5
3,194,BFern_coin,41,364.5,447.5,19,2,3,1,FALSE,46.3415,4.878,7.3171,2.439
3,207,BFern_coin,42,280.5,447.5,20,3,4,1,FALSE,47.619,7.1429,9.5238,2.381
3,210,BFern_coin,43,228,447.5,20,4,5,1,FALSE,46.5116,9.3023,11.6279,2.3256
3,210,BFern_coin,44,228,447.5,20,4,5,1,FALSE,45.4545,9.0909,11.3636,2.2727
4,210,BFern_coin,45,228,447.5,20,4,5,1,FALSE,44.4444,8.8889,11.1111,2.2222
4,230,BFern_coin,46,298,536,22,4,5,1,FALSE,47.8261,8.6957,10.8696,2.1739
4,230,BFern_coin,47,343.5,536,22,4,5,1,FALSE,46.8085,8.5106,10.6383,2.1277
4,250,BFern_coin,48,445,536,24,4,5,1,FALSE,50,8.3333,10.4167,2.0833
4,250,BFern_coin,49,357.5,536,24,4,5,1,FALSE,48.9796,8.1633,10.2041,2.0408
4,252,BFern_coin,50,228,536,24,5,6,1,FALSE,48,10,12,2
4,282,BFern_coin,51,140.5,536,27,5,6,1,FALSE,52.9412,9.8039,11.7647,1.9608
4,282,BFern_coin,52,140.5,536,27,5,6,1,FALSE,51.9231,9.6154,11.5385,1.9231
4,282,BFern_coin,53,140.5,536,27,5,6,1,FALSE,50.9434,9.434,11.3208,1.8868
4,282,BFern_coin,54,140.5,536,27,5,7,1,FALSE,50,9.2593,12.963,1.8519
4,286,BFern_coin,55,77.5,536,27,6,7,1,FALSE,49.0909,10.9091,12.7273,1.8182
4,296,BFern_coin,56,35.5,536,28,6,7,1,FALSE,50,10.7143,12.5,1.7857
4,296,BFern_coin,57,70.5,473,28,6,7,1,FALSE,49.1228,10.5263,12.2807,1.7544
4,297,BFern_coin,58,70.5,473,28,7,9,1,FALSE,48.2759,12.069,15.5172,1.7241
4,311,BFern_coin,59,151,473,29,8,9,1,FALSE,49.1525,13.5593,15.2542,1.6949
5,311,BFern_coin,60,151,473,29,8,9,1,FALSE,48.3333,13.3333,15,1.6667
5,331,BFern_coin,61,32,473,31,8,9,1,FALSE,50.8197,13.1148,14.7541,1.6393
5,341,BFern_coin,62,0,396,32,8,9,1,FALSE,51.6129,12.9032,14.5161,1.6129
5,353,BFern_coin,63,56,396,33,9,10,1,FALSE,52.381,14.2857,15.873,1.5873
5,363,BFern_coin,64,56,396,34,9,10,1,TRUE,53.125,14.0625,15.625,1.5625
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,4,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,6,424,419.5,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,7,511.5,419.5,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,8,609.5,391.5,0,0,0,0,FALSE,0,0,0,0
1,10,BFern_coin,9,609.5,307.5,1,0,0,0,FALSE,11.1111,0,0,0
1,10,BFern_coin,10,420.5,269,1,0,0,0,FALSE,10,0,0,0
1,20,BFern_coin,11,249,209.5,2,0,0,0,FALSE,18.1818,0,0,0
1,30,BFern_coin,12,28.5,199,3,0,0,0,FALSE,25,0,0,0
1,40,BFern_coin,13,105.5,181.5,4,0,0,0,FALSE,30.7692,0,0,0
1,40,BFern_coin,14,144,181.5,4,0,0,0,FALSE,28.5714,0,0,0
1,50,BFern_coin,15,14.5,111.5,5,0,0,0,FALSE,33.3333,0,0,0
2,50,BFern_coin,16,14.5,321.5,5,0,0,0,FALSE,31.25,0,0,0
2,50,BFern_coin,17,231.5,321.5,5,0,0,0,FALSE,29.4118,0,0,0
2,50,BFern_coin,18,473,321.5,5,0,0,0,FALSE,27.7778,0,0,0
2,50,BFern_coin,19,658.5,321.5,5,0,0,0,FALSE,26.3158,0,0,0
2,60,BFern_coin,20,616.5,321.5,6,0,0,0,FALSE,30,0,0,0
2,60,BFern_coin,21,525.5,426.5,6,0,0,0,FALSE,28.5714,0,0,0
2,70,BFern_coin,22,287.5,426.5,7,0,0,0,FALSE,31.8182,0,0,0
2,70,BFern_coin,23,98.5,426.5,7,0,0,0,FALSE,30.4348,0,0,0
2,80,BFern_coin,24,116,426.5,8,0,0,0,FALSE,33.3333,0,0,0
2,90,BFern_coin,25,130,426.5,9,0,0,0,FALSE,36,0,0,0
2,112,BFern_coin,26,130,402,11,1,1,0,FALSE,42.3077,3.8462,3.8462,0
2,112,BFern_coin,27,305,370.5,11,1,1,0,FALSE,40.7407,3.7037,3.7037,0
2,122,BFern_coin,28,315.5,370.5,12,1,1,0,FALSE,42.8571,3.5714,3.5714,0
2,122,BFern_coin,29,315.5,339,12,1,1,0,FALSE,41.3793,3.4483,3.4483,0
2,122,BFern_coin,30,315.5,335.5,12,1,1,0,FALSE,40,3.3333,3.3333,0
3,122,BFern_coin,31,280.5,381,12,1,1,0,FALSE,38.7097,3.2258,3.2258,0
3,122,BFern_coin,32,77.5,346,12,1,1,0,FALSE,37.5,3.125,3.125,0
3,132,BFern_coin,33,84.5,237.5,13,1,1,0,FALSE,39.3939,3.0303,3.0303,0
3,132,BFern_coin,34,207,363.5,13,1,1,0,FALSE,38.2353,2.9412,2.9412,0
3,142,BFern_coin,35,312,536,14,1,1,0,FALSE,40,2.8571,2.8571,0
3,152,BFern_coin,36,455.5,536,15,1,1,0,FALSE,41.6667,2.7778,2.7778,0
3,162,BFern_coin,37,361,536,16,1,1,0,FALSE,43.2432,2.7027,2.7027,0
3,162,BFern_coin,38,158,536,16,1,1,0,FALSE,42.1053,2.6316,2.6316,0
3,174,BFern_coin,39,158,536,17,2,2,0,FALSE,43.5897,5.1282,5.1282,0
3,174,BFern_coin,40,42.5,431,17,2,2,0,FALSE,42.5,5,5,0
3,174,BFern_coin,41,119.5,298,17,2,2,0,FALSE,41.4634,4.878,4.878,0
3,184,BFern_coin,42,221,364.5,18,2,2,0,FALSE,42.8571,4.7619,4.7619,0
3,184,BFern_coin,43,336.5,459,18,2,2,0,FALSE,41.8605,4.6512,4.6512,0
3,194,BFern_coin,44,543,459,19,2,2,0,FALSE,43.1818,4.5455,4.5455,0
4,194,BFern_coin,45,669,424,19,2,2,0,FALSE,42.2222,4.4444,4.4444,0
4,204,BFern_coin,46,616.5,298,20,2,2,0,FALSE,43.4783,4.3478,4.3478,0
4,214,BFern_coin,47,413.5,361,21,2,2,0,TRUE,44.6809,4.2553,4.2553,0
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,4,529,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,5,707.5,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,6,550,500,0,0,1,0,FALSE,0,0,16.6667,0
1,0,BFern_coin,7,389,500,0,0,1,0,FALSE,0,0,14.2857,0
1,0,BFern_coin,8,389,363.5,0,0,1,1,FALSE,0,0,12.5,12.5
1,10,BFern_coin,9,532.5,339,1,0,1,1,FALSE,11.1111,0,11.1111,11.1111
1,20,BFern_coin,10,441.5,188.5,2,0,1,1,FALSE,20,0,10,10
1,20,BFern_coin,11,203.5,188.5,2,0,1,1,FALSE,18.1818,0,9.0909,9.0909
1,30,BFern_coin,12,67,265.5,3,0,1,1,FALSE,25,0,8.3333,8.3333
1,30,BFern_coin,13,67,265.5,3,0,1,1,FALSE,23.0769,0,7.6923,7.6923
1,30,BFern_coin,14,67,265.5,3,0,1,1,FALSE,21.4286,0,7.1429,7.1429
1,30,BFern_coin,15,200,265.5,3,0,1,1,FALSE,20,0,6.6667,6.6667
2,30,BFern_coin,16,165,265.5,3,0,1,1,FALSE,18.75,0,6.25,6.25
2,30,BFern_coin,17,109,265.5,3,0,1,1,FALSE,17.6471,0,5.8824,5.8824
2,40,BFern_coin,18,109,153.5,4,0,1,1,FALSE,22.2222,0,5.5556,5.5556
2,50,BFern_coin,19,123,125.5,5,0,1,1,FALSE,26.3158,0,5.2632,5.2632
2,60,BFern_coin,20,109,125.5,6,0,1,1,FALSE,30,0,5,5
2,70,BFern_coin,21,49.5,146.5,7,0,1,1,FALSE,33.3333,0,4.7619,4.7619
2,70,BFern_coin,22,49.5,388,7,0,1,1,FALSE,31.8182,0,4.5455,4.5455
2,70,BFern_coin,23,228,426.5,7,0,1,1,FALSE,30.4348,0,4.3478,4.3478
2,70,BFern_coin,24,403,426.5,7,0,1,1,FALSE,29.1667,0,4.1667,4.1667
2,82,BFern_coin,25,431,426.5,8,1,2,1,FALSE,32,4,8,4
2,92,BFern_coin,26,431,391.5,9,1,2,1,FALSE,34.6154,3.8462,7.6923,3.8462
2,102,BFern_coin,27,427.5,227,10,1,2,1,FALSE,37.037,3.7037,7.4074,3.7037
2,102,BFern_coin,28,329.5,227,10,1,2,1,FALSE,35.7143,3.5714,7.1429,3.5714
2,104,BFern_coin,29,301.5,227,10,2,3,1,FALSE,34.4828,6.8966,10.3448,3.4483
2,116,BFern_coin,30,277,160.5,11,3,4,1,FALSE,36.6667,10,13.3333,3.3333
3,126,BFern_coin,31,417,265.5,12,3,4,1,FALSE,38.7097,9.6774,12.9032,3.2258
3,126,BFern_coin,32,494,440.5,12,3,4,1,FALSE,37.5,9.375,12.5,3.125
3,136,BFern_coin,33,441.5,440.5,13,3,5,1,FALSE,39.3939,9.0909,15.1515,3.0303
3,148,BFern_coin,34,371.5,440.5,14,4,5,1,FALSE,41.1765,11.7647,14.7059,2.9412
3,148,BFern_coin,35,270,440.5,14,4,5,1,FALSE,40,11.4286,14.2857,2.8571
3,149,BFern_coin,36,329.5,440.5,14,5,6,1,FALSE,38.8889,13.8889,16.6667,2.7778
3,159,BFern_coin,37,245.5,335.5,15,5,6,1,FALSE,40.5405,13.5135,16.2162,2.7027
3,159,BFern_coin,38,151,311,15,5,6,1,FALSE,39.4737,13.1579,15.7895,2.6316
3,159,BFern_coin,39,252.5,300.5,15,5,6,1,FALSE,38.4615,12.8205,15.3846,2.5641
3,169,BFern_coin,40,291,458,16,5,6,1,FALSE,40,12.5,15,2.5
